Unique_ID,Taxa,Ecosystem,x_gm,y_gm,Reference,Group,Lat,Lon,Year,Plot_name,Notes
2405,Marine sediment bacteria,,65.80639,2778.20772,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2406,Marine sediment bacteria,,42.56524,4754.06003,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2407,Marine sediment bacteria,,53.5251,4755.64997,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2408,Marine sediment bacteria,,64.290166,5002.9236,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2409,Marine sediment bacteria,,72.91575,5919.65322,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2410,Marine sediment bacteria,,57.97619,7487.56255,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2411,Marine sediment bacteria,,89.55633,15176.9639,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2412,Marine sediment bacteria,,117.88124,18266.3155,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2413,Marine sediment bacteria,,119.25164,15702.36205,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2414,Marine sediment bacteria,,160.61012,18274.56633,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2415,Marine sediment bacteria,,132.2163,13500.10426,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2416,Marine sediment bacteria,,160.64674,13057.5611,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2417,Marine sediment bacteria,,174.07738,11225.86189,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2418,Marine sediment bacteria,,136.86098,10670.12275,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2419,Marine sediment bacteria,,103.96726,9972.363925,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2420,Marine sediment bacteria,,85.57937,8427.1784,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2421,Marine sediment bacteria,,101.65171,5631.30614,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2422,Marine sediment bacteria,,92.75948,4840.138345,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2423,Marine sediment bacteria,,82.737255,3516.409416,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2424,Marine sediment bacteria,,108.9104,3957.02194,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2425,Marine sediment bacteria,,130.79825,5008.113535,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2426,Marine sediment bacteria,,155.35944,3460.984385,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2427,Marine sediment bacteria,,132.34748,3128.257174,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2428,Marine sediment bacteria,,281.76075,6031.87758,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2429,Marine sediment bacteria,,362.4383,8444.9539,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2430,Marine sediment bacteria,,350.23796,7019.13761,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2431,Marine sediment bacteria,,440.46375,6035.813375,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2432,Marine sediment bacteria,,406.57322,5016.412175,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2433,Marine sediment bacteria,,411.22475,5642.80729,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2434,Marine sediment bacteria,,511.2709,4852.21437,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2435,Marine sediment bacteria,,547.8044,3187.882625,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2436,Marine sediment bacteria,,430.0406,27858.19065,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2437,Large mammal herbivores,Amboseli National Park Kenya,7.1032008,0.85185385,Hatton 2015; Compiled from various sources and converted from predator consumption; Appendix S2 of Hatton 2015 ,,-2.6787,37.29793,2007,Large mammal production (g/m2/yr) vs biomass (g) Africa Asia North America,Park area: 390 km2; Avg. rainfall: 300 mm.
2438,Large mammal herbivores,Etosha National Park Namibia,0.158415,0.06730304,Hatton 2015; Compiled from various sources and converted from predator consumption; Appendix S2 of Hatton 2015 ,,-19.01763,15.782,1926,Large mammal production (g/m2/yr) vs biomass (g) Africa Asia North America,Park area: 74000 km2; Avg. rainfall: 351 mm.
2439,Large mammal herbivores,Etosha National Park Namibia,0.2390591,0.06014205,Hatton 2015; Compiled from various sources and converted from predator consumption; Appendix S2 of Hatton 2015 ,,-19.01763,15.782,1998,Large mammal production (g/m2/yr) vs biomass (g) Africa Asia North America,Park area: 16280 km2; Avg. rainfall: 351 mm.
2440,Large mammal herbivores,Gonarezhou National Park Zimbabwe,0.479806,0.12648229,Hatton 2015; Compiled from various sources and converted from predator consumption; Appendix S2 of Hatton 2015 ,,-21.91395,31.99527,2009,Large mammal production (g/m2/yr) vs biomass (g) Africa Asia North America,Park area: 5053 km2; Avg. rainfall: 618 mm.
2441,Large mammal herbivores,Hluhluwe iMfolozi National Park South Africa,3.5097109,0.51039167,Hatton 2015; Compiled from various sources and converted from predator consumption; Appendix S2 of Hatton 2015 ,,-28.2755,31.92024,1982,Large mammal production (g/m2/yr) vs biomass (g) Africa Asia North America,Park area: 960 km2; Avg. rainfall: 828 mm.
2442,Large mammal herbivores,Hluhluwe iMfolozi National Park South Africa,5.2998627,0.4816099,Hatton 2015; Compiled from various sources and converted from predator consumption; Appendix S2 of Hatton 2015 ,,-28.2755,31.92024,2000,Large mammal production (g/m2/yr) vs biomass (g) Africa Asia North America,Park area: 960 km2; Avg. rainfall: 828 mm.
2443,Large mammal herbivores,Hwange National Park Zimbabwe,0.60868,0.09408666,Hatton 2015; Compiled from various sources and converted from predator consumption; Appendix S2 of Hatton 2015 ,,-19.07831,26.55631,1973,Large mammal production (g/m2/yr) vs biomass (g) Africa Asia North America,Park area: 14540 km2; Avg. rainfall: 541 mm.
2444,Large mammal herbivores,Hwange National Park Zimbabwe,0.4167612,0.12146072,Hatton 2015; Compiled from various sources and converted from predator consumption; Appendix S2 of Hatton 2015 ,,-19.07831,26.55631,1996,Large mammal production (g/m2/yr) vs biomass (g) Africa Asia North America,Park area: 14651 km2; Avg. rainfall: 650 mm.
2445,Large mammal herbivores,Kalahari National Park South Africa,0.2578749,0.0346731,Hatton 2015; Compiled from various sources and converted from predator consumption; Appendix S2 of Hatton 2015 ,,-25.73231,20.3878,1979,Large mammal production (g/m2/yr) vs biomass (g) Africa Asia North America,Park area: 9590 km2; Avg. rainfall: 255.4 mm.
2446,Large mammal herbivores,Katavi National Park Tanzania,2.7981235,0.18287553,Hatton 2015; Compiled from various sources and converted from predator consumption; Appendix S2 of Hatton 2015 ,,-6.88103,31.22165,2009,Large mammal production (g/m2/yr) vs biomass (g) Africa Asia North America,Park area: 4471 km2; Avg. rainfall: 923 mm.
2447,Large mammal herbivores,Kidepo Valley National Park Uganda,1.4237128,0.13349584,Hatton 2015; Compiled from various sources and converted from predator consumption; Appendix S2 of Hatton 2015 ,,3.8782,33.78401,2009,Large mammal production (g/m2/yr) vs biomass (g) Africa Asia North America,Park area: 1442 km2; Avg. rainfall: 635 mm.
2448,Large mammal herbivores,Kruger National Park South Africa,1.1979849,0.22258292,Hatton 2015; Compiled from various sources and converted from predator consumption; Appendix S2 of Hatton 2015 ,,-23.98913,31.58213,1964,Large mammal production (g/m2/yr) vs biomass (g) Africa Asia North America,Park area: 18989 km2; Avg. rainfall: 567 mm.
2449,Large mammal herbivores,Kruger National Park South Africa,1.429382,0.25876191,Hatton 2015; Compiled from various sources and converted from predator consumption; Appendix S2 of Hatton 2015 ,,-23.98913,31.58213,1975,Large mammal production (g/m2/yr) vs biomass (g) Africa Asia North America,Park area: 18989 km2; Avg. rainfall: 567 mm.
2450,Large mammal herbivores,Kruger National Park South Africa,1.6190505,0.2321034,Hatton 2015; Compiled from various sources and converted from predator consumption; Appendix S2 of Hatton 2015 ,,-23.98913,31.58213,1984,Large mammal production (g/m2/yr) vs biomass (g) Africa Asia North America,Park area: 18989 km2; Avg. rainfall: 567 mm.
2451,Large mammal herbivores,Kruger National Park South Africa,1.2057585,0.25097522,Hatton 2015; Compiled from various sources and converted from predator consumption; Appendix S2 of Hatton 2015 ,,-23.98913,31.58213,1997,Large mammal production (g/m2/yr) vs biomass (g) Africa Asia North America,Park area: 18989 km2; Avg. rainfall: 567 mm.
2452,Large mammal herbivores,Kruger National Park South Africa,1.356471,0.24600258,Hatton 2015; Compiled from various sources and converted from predator consumption; Appendix S2 of Hatton 2015 ,,-23.98913,31.58213,2009,Large mammal production (g/m2/yr) vs biomass (g) Africa Asia North America,Park area: 18989 km2; Avg. rainfall: 567 mm.
2453,Large mammal herbivores,Lake Manyara National Park Tanzania,10.1666548,0.58443452,Hatton 2015; Compiled from various sources and converted from predator consumption; Appendix S2 of Hatton 2015 ,,-3.57577,35.8076,1970,Large mammal production (g/m2/yr) vs biomass (g) Africa Asia North America,Park area: 84 km2; Avg. rainfall: 650 mm.
2454,Large mammal herbivores,Lake Manyara National Park Tanzania,5.9805455,0.46421364,Hatton 2015; Compiled from various sources and converted from predator consumption; Appendix S2 of Hatton 2015 ,,-3.57577,35.8076,1992,Large mammal production (g/m2/yr) vs biomass (g) Africa Asia North America,Park area: 110 km2; Avg. rainfall: 650 mm.
